gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000058240	1267.9723592724445	0.9247166899890232	0.08700336227069798	10.628516713088688	2.1957688144996197e-26	4.937625333165295e-22
ENSMUSG00000022867	1736.4984828064148	0.6390615697313594	0.06597775763621169	9.686015297079638	3.4575584809777286e-22	3.7310078063375725e-18
ENSMUSG00000048709	816.4911546273158	0.7537178359852972	0.07811587736133586	9.648714978887972	4.977552994624769e-22	3.7310078063375725e-18
ENSMUSG00000027596	82.63591404447129	4.875960909758994	0.5158215947243677	9.452804922532358	3.298703338985573e-21	1.8544485495942145e-17
ENSMUSG00000008976	2340.505528008652	0.6461531847947577	0.07840681828178238	8.2410331008788	1.7072998316227606e-16	7.63652192413699e-13
ENSMUSG00000040681	7291.7542197033	0.602856037138387	0.07334149118006648	8.219849739055176	2.0375831166817247e-16	7.63652192413699e-13
ENSMUSG00000022965	3128.095662892867	0.696531811134422	0.08609629087651743	8.0901488791592	5.959184689943117e-16	1.9143455160392983e-12
ENSMUSG00000022967	3183.3911214318623	0.8751641434778916	0.10875119503831834	8.047397945094108	8.457284142891889e-16	2.377236856515124e-12
ENSMUSG00000039456	1530.0371962128202	0.5836511383741789	0.07927045586926433	7.362782665672533	1.8011549186274267e-13	4.388962133843253e-10
ENSMUSG00000022897	1653.2271454534782	0.4989578965309169	0.06786642346943776	7.352058220006425	1.951777530948216e-13	4.388962133843253e-10
ENSMUSG00000052299	2590.198212651959	0.6455045046187686	0.09306548521004808	6.936024705204835	4.0328710456599895e-12	8.244288291250562e-9
ENSMUSG00000025616	2218.7184989757975	0.5819288508068223	0.08653574780880317	6.724722043109488	1.7592795111971296e-11	3.296743197357488e-8
ENSMUSG00000022898	2811.2481714645924	0.49959960657013064	0.0746523755041402	6.692347071292098	2.1961921696592464e-11	3.798905639932883e-8
ENSMUSG00000022864	523.5240436027641	0.6783727052869368	0.10160951850253569	6.676271232109105	2.4509817482127705e-11	3.936801898004327e-8
ENSMUSG00000022961	12959.697232760876	0.7106954062022849	0.10888086965432808	6.527275254675873	6.697689626248042e-11	1.0040729775029315e-7
ENSMUSG00000048490	935.1880101818304	0.6072924119378911	0.09335762345917771	6.505011475612815	7.768744931441688e-11	1.0918485454583078e-7
ENSMUSG00000046580	658.1480370052769	0.6966978754388434	0.10853020021385544	6.419391782803511	1.368198760847674e-10	1.8098050314812734e-7
ENSMUSG00000022892	61623.864066060596	0.6744605607200602	0.10523138697427267	6.409309808726123	1.4617987819867185e-10	1.82619273391863e-7
ENSMUSG00000022983	1197.179098121763	0.459031615345934	0.07477529974706018	6.13881344372653	8.314013388785292e-10	9.839853635453414e-7
ENSMUSG00000022913	527.8594055764818	0.6195804884871835	0.10122190534373761	6.121011913213464	9.29829513399316e-10	1.0454538133905208e-6
ENSMUSG00000082706	365.1477321891107	0.7163294050923035	0.11773717111778297	6.084139769042824	1.1711840423362735e-9	1.2541150266674182e-6
ENSMUSG00000043456	44.6155606484872	-1.6847224829403153	0.28913335201186746	-5.826800924962701	5.649994208643849e-9	5.523974772598879e-6
ENSMUSG00000023147	739.7922585213236	0.6422334869316372	0.11013183078379964	5.831497418692776	5.493216179955823e-9	5.523974772598879e-6
ENSMUSG00000032932	2660.5521328571785	0.5804580195137449	0.10589459092668337	5.481469963991152	4.218063433082126e-8	3.7940636967887106e-5
ENSMUSG00000022973	1073.0806525648616	0.5631009410495024	0.10262711014996087	5.486863463530129	4.0913311567945524e-8	3.7940636967887106e-5
ENSMUSG00000086096	36.33677470215042	-1.6378408872130363	0.30282391873875975	-5.408558524817089	6.353402644697392e-8	5.494960202742702e-5
ENSMUSG00000022956	2514.096405414747	0.5985216318955774	0.11194047742905193	5.346784698813898	8.953040805248218e-8	7.456556614356173e-5
ENSMUSG00000022889	1112.235218171817	0.6519718143331522	0.1222586535116924	5.332725296788908	9.67496173394928e-8	7.770030875404195e-5
ENSMUSG00000051483	981.803936138802	0.5263135878977215	0.09909536268635603	5.311182820567921	1.089159996213274e-7	8.445496839602721e-5
ENSMUSG00000022890	2290.310400791333	0.5663772301573203	0.10710272587266666	5.288168209935949	1.2354734081568177e-7	9.260696843074121e-5
ENSMUSG00000022960	235.33552044923252	0.5715554021994238	0.1097180354446622	5.2093113031329805	1.8954286421965446e-7	1.3749194799056032e-4
ENSMUSG00000098143	12.32323957718168	5.507217084809079	1.0688971212005578	5.152242414708269	2.573900193009955e-7	1.8087279262567145e-4
ENSMUSG00000067261	52.844753625959534	-1.6458424588143938	0.3206218492755196	-5.133282284202889	2.847323597634901e-7	1.9269657512725893e-4
ENSMUSG00000051989	404.09160198876117	0.5155492391703069	0.10051739464173157	5.128955451022679	2.913542737727044e-7	1.9269657512725893e-4
ENSMUSG00000054793	381.5068503887558	-1.3757902714985428	0.276120333688864	-4.982574999524668	6.274365909836211e-7	4.0311904632710536e-4
